page,method,threshold,k,rel_mse
4,method_1,0.88,38,0.10405665636062622
4,method_1,0.89,41,0.08261820673942566
4,method_1,0.9,44,0.08076395839452744
4,method_1,0.91,47,0.0625879243016243
4,method_1,0.9199999999999999,50,0.05704411864280701
4,method_1,0.9299999999999999,54,0.055241987109184265
4,method_1,0.94,58,0.04202849417924881
4,method_1,0.95,63,0.033209219574928284
4,method_1,0.96,69,0.02490347996354103
4,method_1,0.97,76,0.017744947224855423
4,method_1,0.98,86,0.012721577659249306
4,method_1,0.99,99,0.008243696764111519
4,method_2,0.5,9,0.2810323238372803
4,method_2,0.51,9,0.2810323238372803
4,method_2,0.52,9,0.2810323238372803
4,method_2,0.53,10,0.27182602882385254
4,method_2,0.54,10,0.27182602882385254
4,method_2,0.55,11,0.2566784918308258
4,method_2,0.56,11,0.2566784918308258
4,method_2,0.5700000000000001,12,0.24928443133831024
4,method_2,0.58,12,0.24928443133831024
4,method_2,0.59,13,0.2271755486726761
4,method_2,0.6,14,0.20798033475875854
4,method_2,0.61,14,0.20798033475875854
4,method_2,0.62,15,0.20463521778583527
4,method_2,0.63,16,0.19724851846694946
4,method_2,0.64,16,0.19724851846694946
4,method_2,0.65,17,0.19021984934806824
4,method_2,0.66,18,0.18325310945510864
4,method_2,0.67,19,0.17690667510032654
4,method_2,0.6799999999999999,20,0.17334739863872528
4,method_2,0.69,20,0.17334739863872528
4,method_2,0.7,21,0.1657588630914688
4,method_2,0.71,22,0.16431213915348053
4,method_2,0.72,23,0.16278456151485443
4,method_2,0.73,24,0.16221784055233002
4,method_2,0.74,25,0.16027617454528809
4,method_2,0.75,27,0.15593264997005463
4,method_2,0.76,28,0.15499497950077057
4,method_2,0.77,29,0.15123848617076874
4,method_2,0.78,30,0.14687193930149078
4,method_2,0.79,32,0.13952837884426117
4,method_2,0.8,33,0.14384005963802338
4,method_2,0.81,35,0.14390571415424347
4,method_2,0.8200000000000001,36,0.13423451781272888
4,method_2,0.8300000000000001,38,0.13042037189006805
4,method_2,0.8400000000000001,40,0.11632747948169708
4,method_2,0.8500000000000001,42,0.10337676107883453
4,method_2,0.86,44,0.10265374928712845
4,method_2,0.87,47,0.08318895101547241
4,method_2,0.88,49,0.08060692250728607
4,method_2,0.89,52,0.07338014990091324
4,method_2,0.9,55,0.06185988336801529
4,method_2,0.91,58,0.05763734504580498
4,method_2,0.9199999999999999,61,0.04769338667392731
4,method_2,0.9299999999999999,65,0.04514475539326668
4,method_2,0.94,70,0.03597208485007286
4,method_2,0.95,75,0.030026942491531372
4,method_2,0.96,80,0.025205222889780998
4,method_2,0.97,87,0.017573945224285126
4,method_2,0.98,96,0.01291713397949934
4,method_2,0.99,107,0.007249722722917795
4,method_3,0.5,2,0.3930196464061737
4,method_3,0.51,3,0.3808780610561371
4,method_3,0.52,3,0.3808780610561371
4,method_3,0.53,3,0.3808780610561371
4,method_3,0.54,4,0.33688685297966003
4,method_3,0.55,4,0.33688685297966003
4,method_3,0.56,4,0.33688685297966003
4,method_3,0.5700000000000001,5,0.29688072204589844
4,method_3,0.58,5,0.29688072204589844
4,method_3,0.59,5,0.29688072204589844
4,method_3,0.6,6,0.3010425269603729
4,method_3,0.61,6,0.3010425269603729
4,method_3,0.62,7,0.3066108822822571
4,method_3,0.63,7,0.3066108822822571
4,method_3,0.64,8,0.255405068397522
4,method_3,0.65,8,0.255405068397522
4,method_3,0.66,9,0.25339433550834656
4,method_3,0.67,10,0.24026687443256378
4,method_3,0.6799999999999999,10,0.24026687443256378
4,method_3,0.69,11,0.234747976064682
4,method_3,0.7,12,0.2283993512392044
4,method_3,0.71,13,0.2124452292919159
4,method_3,0.72,14,0.1998506784439087
4,method_3,0.73,15,0.19307662546634674
4,method_3,0.74,16,0.1922781616449356
4,method_3,0.75,17,0.18508702516555786
4,method_3,0.76,18,0.17978176474571228
4,method_3,0.77,19,0.17632636427879333
4,method_3,0.78,21,0.16910716891288757
4,method_3,0.79,22,0.16897612810134888
4,method_3,0.8,24,0.15775452554225922
4,method_3,0.81,25,0.14760257303714752
4,method_3,0.8200000000000001,27,0.14522042870521545
4,method_3,0.8300000000000001,28,0.14530403912067413
4,method_3,0.8400000000000001,30,0.14215382933616638
4,method_3,0.8500000000000001,32,0.1379101723432541
4,method_3,0.86,34,0.13897930085659027
4,method_3,0.87,37,0.13360793888568878
4,method_3,0.88,39,0.12385404855012894
4,method_3,0.89,42,0.11634338647127151
4,method_3,0.9,44,0.11502852290868759
4,method_3,0.91,48,0.100977823138237
4,method_3,0.9199999999999999,51,0.09683430939912796
4,method_3,0.9299999999999999,55,0.08826602250337601
4,method_3,0.94,59,0.0798308402299881
4,method_3,0.95,65,0.07002249360084534
4,method_3,0.96,71,0.06080532446503639
4,method_3,0.97,78,0.05119030550122261
4,method_3,0.98,88,0.04291722550988197
4,method_3,0.99,102,0.03676190972328186
4,method_4,0.5,9,0.20982222259044647
4,method_4,0.51,9,0.20982222259044647
4,method_4,0.52,9,0.20982222259044647
4,method_4,0.53,10,0.19694533944129944
4,method_4,0.54,10,0.19694533944129944
4,method_4,0.55,11,0.17829054594039917
4,method_4,0.56,11,0.17829054594039917
4,method_4,0.5700000000000001,12,0.17185106873512268
4,method_4,0.58,12,0.17185106873512268
4,method_4,0.59,13,0.15114517509937286
4,method_4,0.6,14,0.14077575504779816
4,method_4,0.61,14,0.14077575504779816
4,method_4,0.62,15,0.13213498890399933
4,method_4,0.63,16,0.1251794844865799
4,method_4,0.64,16,0.1251794844865799
4,method_4,0.65,17,0.11829162389039993
4,method_4,0.66,18,0.10736728459596634
4,method_4,0.67,19,0.10249131917953491
4,method_4,0.6799999999999999,20,0.09959050267934799
4,method_4,0.69,20,0.09959050267934799
4,method_4,0.7,21,0.09458126127719879
4,method_4,0.71,22,0.09190452098846436
4,method_4,0.72,23,0.08954988420009613
4,method_4,0.73,24,0.08528357744216919
4,method_4,0.74,25,0.08351348340511322
4,method_4,0.75,27,0.07324852049350739
4,method_4,0.76,28,0.0709974616765976
4,method_4,0.77,29,0.06732306629419327
4,method_4,0.78,30,0.0654921904206276
4,method_4,0.79,32,0.06100083142518997
4,method_4,0.8,33,0.05839959904551506
4,method_4,0.81,35,0.05375884473323822
4,method_4,0.8200000000000001,36,0.05088996887207031
4,method_4,0.8300000000000001,38,0.046835947781801224
4,method_4,0.8400000000000001,40,0.04326668381690979
4,method_4,0.8500000000000001,42,0.037160467356443405
4,method_4,0.86,44,0.034819040447473526
4,method_4,0.87,47,0.031225113198161125
4,method_4,0.88,49,0.028548909351229668
4,method_4,0.89,52,0.025439590215682983
4,method_4,0.9,55,0.022030510008335114
4,method_4,0.91,58,0.020839368924498558
4,method_4,0.9199999999999999,61,0.018567537888884544
4,method_4,0.9299999999999999,65,0.01618046499788761
4,method_4,0.94,70,0.013473542407155037
4,method_4,0.95,75,0.011318388395011425
4,method_4,0.96,80,0.009649401530623436
4,method_4,0.97,87,0.006711579859256744
4,method_4,0.98,96,0.004111738875508308
4,method_4,0.99,107,0.0019601972308009863
5,method_1,0.5,3,0.27647605538368225
5,method_1,0.51,3,0.27647605538368225
5,method_1,0.52,3,0.27647605538368225
5,method_1,0.53,3,0.27647605538368225
5,method_1,0.54,4,0.2697610855102539
5,method_1,0.55,4,0.2697610855102539
5,method_1,0.56,4,0.2697610855102539
5,method_1,0.5700000000000001,5,0.26427802443504333
5,method_1,0.58,5,0.26427802443504333
5,method_1,0.59,6,0.24753238260746002
5,method_1,0.6,6,0.24753238260746002
5,method_1,0.61,7,0.25079143047332764
5,method_1,0.62,7,0.25079143047332764
5,method_1,0.63,8,0.246474489569664
5,method_1,0.64,8,0.246474489569664
5,method_1,0.65,9,0.24246108531951904
5,method_1,0.66,9,0.24246108531951904
5,method_1,0.67,10,0.23701637983322144
5,method_1,0.6799999999999999,11,0.23678569495677948
5,method_1,0.69,12,0.2369474619626999
5,method_1,0.7,13,0.23273590207099915
5,method_1,0.71,13,0.23273590207099915
5,method_1,0.72,14,0.23430117964744568
5,method_1,0.73,15,0.23214495182037354
5,method_1,0.74,16,0.23075318336486816
5,method_1,0.75,17,0.22436264157295227
5,method_1,0.76,18,0.2095268964767456
5,method_1,0.77,20,0.21403993666172028
5,method_1,0.78,21,0.21146219968795776
5,method_1,0.79,22,0.21339453756809235
5,method_1,0.8,24,0.1862872987985611
5,method_1,0.81,25,0.1837516576051712
5,method_1,0.8200000000000001,27,0.16392065584659576
5,method_1,0.8300000000000001,29,0.1624598652124405
5,method_1,0.8400000000000001,31,0.16504444181919098
5,method_1,0.8500000000000001,33,0.1576138436794281
5,method_1,0.86,35,0.15661384165287018
5,method_1,0.87,37,0.14036749303340912
5,method_1,0.88,39,0.11948855221271515
5,method_1,0.89,42,0.09162061661481857
5,method_1,0.9,45,0.07900997996330261
5,method_1,0.91,48,0.06152370199561119
5,method_1,0.9199999999999999,51,0.058363694697618484
5,method_1,0.9299999999999999,55,0.04553888738155365
5,method_1,0.94,59,0.03930187597870827
5,method_1,0.95,64,0.03341168910264969
5,method_1,0.96,70,0.027385955676436424
5,method_1,0.97,77,0.02401718497276306
5,method_1,0.98,86,0.015436695888638496
5,method_1,0.99,99,0.006308311130851507
5,method_2,0.5,8,0.33142468333244324
5,method_2,0.51,9,0.3281206786632538
5,method_2,0.52,9,0.3281206786632538
5,method_2,0.53,10,0.3148477077484131
5,method_2,0.54,10,0.3148477077484131
5,method_2,0.55,11,0.31254279613494873
5,method_2,0.56,11,0.31254279613494873
5,method_2,0.5700000000000001,12,0.30765479803085327
5,method_2,0.58,12,0.30765479803085327
5,method_2,0.59,13,0.2900894582271576
5,method_2,0.6,13,0.2900894582271576
5,method_2,0.61,14,0.2896827757358551
5,method_2,0.62,15,0.2883048951625824
5,method_2,0.63,15,0.2883048951625824
5,method_2,0.64,16,0.2790736258029938
5,method_2,0.65,17,0.2742556035518646
5,method_2,0.66,18,0.2603000998497009
5,method_2,0.67,18,0.2603000998497009
5,method_2,0.6799999999999999,19,0.2611609101295471
5,method_2,0.69,20,0.2607012689113617
5,method_2,0.7,21,0.2571853697299957
5,method_2,0.71,22,0.2555354833602905
5,method_2,0.72,23,0.24806427955627441
5,method_2,0.73,24,0.22513622045516968
5,method_2,0.74,25,0.21989747881889343
5,method_2,0.75,26,0.2072160840034485
5,method_2,0.76,27,0.2025732547044754
5,method_2,0.77,29,0.1957872062921524
5,method_2,0.78,30,0.19498075544834137
5,method_2,0.79,31,0.19442827999591827
5,method_2,0.8,33,0.18692277371883392
5,method_2,0.81,34,0.18349719047546387
5,method_2,0.8200000000000001,36,0.18475694954395294
5,method_2,0.8300000000000001,38,0.1706220805644989
5,method_2,0.8400000000000001,40,0.12819309532642365
5,method_2,0.8500000000000001,42,0.11844884604215622
5,method_2,0.86,44,0.11011262238025665
5,method_2,0.87,46,0.0985482782125473
5,method_2,0.88,49,0.08277136087417603
5,method_2,0.89,51,0.08052904903888702
5,method_2,0.9,54,0.06987597793340683
5,method_2,0.91,57,0.0662182942032814
5,method_2,0.9199999999999999,61,0.056047942489385605
5,method_2,0.9299999999999999,64,0.04847847670316696
5,method_2,0.94,69,0.0386047288775444
5,method_2,0.95,74,0.03381754457950592
5,method_2,0.96,80,0.029469437897205353
5,method_2,0.97,87,0.021212374791502953
5,method_2,0.98,95,0.011701260693371296
5,method_2,0.99,107,0.005788992624729872
5,method_3,0.5,3,0.36319345235824585
5,method_3,0.51,3,0.36319345235824585
5,method_3,0.52,3,0.36319345235824585
5,method_3,0.53,4,0.3477745056152344
5,method_3,0.54,4,0.3477745056152344
5,method_3,0.55,4,0.3477745056152344
5,method_3,0.56,5,0.3155577778816223
5,method_3,0.5700000000000001,5,0.3155577778816223
5,method_3,0.58,5,0.3155577778816223
5,method_3,0.59,6,0.3030511438846588
5,method_3,0.6,6,0.3030511438846588
5,method_3,0.61,7,0.29092031717300415
5,method_3,0.62,7,0.29092031717300415
5,method_3,0.63,8,0.2875634431838989
5,method_3,0.64,8,0.2875634431838989
5,method_3,0.65,9,0.28639376163482666
5,method_3,0.66,10,0.28290122747421265
5,method_3,0.67,10,0.28290122747421265
5,method_3,0.6799999999999999,11,0.274273157119751
5,method_3,0.69,12,0.26542115211486816
5,method_3,0.7,13,0.2616582214832306
5,method_3,0.71,14,0.2564132809638977
5,method_3,0.72,15,0.25137192010879517
5,method_3,0.73,15,0.25137192010879517
5,method_3,0.74,17,0.2384958416223526
5,method_3,0.75,18,0.23151323199272156
5,method_3,0.76,19,0.23053458333015442
5,method_3,0.77,20,0.22953978180885315
5,method_3,0.78,21,0.22800616919994354
5,method_3,0.79,23,0.2242022454738617
5,method_3,0.8,24,0.21311138570308685
5,method_3,0.81,26,0.20465213060379028
5,method_3,0.8200000000000001,28,0.20178253948688507
5,method_3,0.8300000000000001,29,0.200696662068367
5,method_3,0.8400000000000001,31,0.2011101245880127
5,method_3,0.8500000000000001,33,0.19574502110481262
5,method_3,0.86,35,0.19460947811603546
5,method_3,0.87,38,0.18209825456142426
5,method_3,0.88,40,0.1665775626897812
5,method_3,0.89,43,0.15751072764396667
5,method_3,0.9,45,0.15126943588256836
5,method_3,0.91,48,0.13526473939418793
5,method_3,0.9199999999999999,52,0.1197105422616005
5,method_3,0.9299999999999999,56,0.11845520883798599
5,method_3,0.94,60,0.10751605778932571
5,method_3,0.95,65,0.09466953575611115
5,method_3,0.96,71,0.08607786893844604
5,method_3,0.97,79,0.07145529985427856
5,method_3,0.98,89,0.054377537220716476
5,method_3,0.99,103,0.03795589879155159
5,method_4,0.5,8,0.2433311641216278
5,method_4,0.51,9,0.23796668648719788
5,method_4,0.52,9,0.23796668648719788
5,method_4,0.53,10,0.22763951122760773
5,method_4,0.54,10,0.22763951122760773
5,method_4,0.55,11,0.21653713285923004
5,method_4,0.56,11,0.21653713285923004
5,method_4,0.5700000000000001,12,0.20934756100177765
5,method_4,0.58,12,0.20934756100177765
5,method_4,0.59,13,0.19148343801498413
5,method_4,0.6,13,0.19148343801498413
5,method_4,0.61,14,0.185444638133049
5,method_4,0.62,15,0.17933997511863708
5,method_4,0.63,15,0.17933997511863708
5,method_4,0.64,16,0.16655053198337555
5,method_4,0.65,17,0.16247427463531494
5,method_4,0.66,18,0.15778446197509766
5,method_4,0.67,18,0.15778446197509766
5,method_4,0.6799999999999999,19,0.14610368013381958
5,method_4,0.69,20,0.13953444361686707
5,method_4,0.7,21,0.13497307896614075
5,method_4,0.71,22,0.12988117337226868
5,method_4,0.72,23,0.11769651621580124
5,method_4,0.73,24,0.11404427140951157
5,method_4,0.74,25,0.10645411163568497
5,method_4,0.75,26,0.10284563153982162
5,method_4,0.76,27,0.09359866380691528
5,method_4,0.77,29,0.08473824709653854
5,method_4,0.78,30,0.07839319109916687
5,method_4,0.79,31,0.07719803601503372
5,method_4,0.8,33,0.06827681511640549
5,method_4,0.81,34,0.06645211577415466
5,method_4,0.8200000000000001,36,0.06106739491224289
5,method_4,0.8300000000000001,38,0.056506939232349396
5,method_4,0.8400000000000001,40,0.048574645072221756
5,method_4,0.8500000000000001,42,0.04401874169707298
5,method_4,0.86,44,0.04126698523759842
5,method_4,0.87,46,0.037915900349617004
5,method_4,0.88,49,0.03142266720533371
5,method_4,0.89,51,0.03032144345343113
5,method_4,0.9,54,0.0277930349111557
5,method_4,0.91,57,0.02588443085551262
5,method_4,0.9199999999999999,61,0.021779637783765793
5,method_4,0.9299999999999999,64,0.018555838614702225
5,method_4,0.94,69,0.014329631812870502
5,method_4,0.95,74,0.011681432835757732
5,method_4,0.96,80,0.008968549780547619
5,method_4,0.97,87,0.006457232870161533
5,method_4,0.98,95,0.004595496226102114
5,method_4,0.99,107,0.002241582376882434
6,method_1,0.5,3,0.272339791059494
6,method_1,0.51,3,0.272339791059494
6,method_1,0.52,3,0.272339791059494
6,method_1,0.53,4,0.25545331835746765
6,method_1,0.54,4,0.25545331835746765
6,method_1,0.55,4,0.25545331835746765
6,method_1,0.56,5,0.24415768682956696
6,method_1,0.5700000000000001,5,0.24415768682956696
6,method_1,0.58,5,0.24415768682956696
6,method_1,0.59,6,0.22742541134357452
6,method_1,0.6,6,0.22742541134357452
6,method_1,0.61,7,0.22405864298343658
6,method_1,0.62,7,0.22405864298343658
6,method_1,0.63,8,0.23045845329761505
6,method_1,0.64,8,0.23045845329761505
6,method_1,0.65,9,0.20994269847869873
6,method_1,0.66,9,0.20994269847869873
6,method_1,0.67,10,0.20431290566921234
6,method_1,0.6799999999999999,11,0.20371823012828827
6,method_1,0.69,12,0.19510933756828308
6,method_1,0.7,12,0.19510933756828308
6,method_1,0.71,13,0.18614043295383453
6,method_1,0.72,14,0.17555232346057892
6,method_1,0.73,15,0.16868805885314941
6,method_1,0.74,16,0.16456130146980286
6,method_1,0.75,17,0.16066305339336395
6,method_1,0.76,18,0.16075800359249115
6,method_1,0.77,20,0.15100140869617462
6,method_1,0.78,21,0.14375001192092896
6,method_1,0.79,22,0.13322538137435913
6,method_1,0.8,24,0.12351631373167038
6,method_1,0.81,25,0.11572229117155075
6,method_1,0.8200000000000001,27,0.09248455613851547
6,method_1,0.8300000000000001,29,0.08762194961309433
6,method_1,0.8400000000000001,30,0.08685524016618729
6,method_1,0.8500000000000001,32,0.0863022580742836
6,method_1,0.86,34,0.07843432575464249
6,method_1,0.87,36,0.07851710170507431
6,method_1,0.88,39,0.06177555024623871
6,method_1,0.89,41,0.0644402727484703
6,method_1,0.9,44,0.04747452214360237
6,method_1,0.91,47,0.044526606798172
6,method_1,0.9199999999999999,51,0.043810658156871796
6,method_1,0.9299999999999999,54,0.042691413313150406
6,method_1,0.94,59,0.03589791804552078
6,method_1,0.95,64,0.03247828781604767
6,method_1,0.96,70,0.02597232162952423
6,method_1,0.97,77,0.028632117435336113
6,method_1,0.98,86,0.020253386348485947
6,method_1,0.99,99,0.013310411013662815
6,method_2,0.5,8,0.3331833779811859
6,method_2,0.51,9,0.3094879388809204
6,method_2,0.52,9,0.3094879388809204
6,method_2,0.53,10,0.3037748336791992
6,method_2,0.54,10,0.3037748336791992
6,method_2,0.55,11,0.2924543619155884
6,method_2,0.56,11,0.2924543619155884
6,method_2,0.5700000000000001,12,0.2744659185409546
6,method_2,0.58,12,0.2744659185409546
6,method_2,0.59,13,0.2612273097038269
6,method_2,0.6,13,0.2612273097038269
6,method_2,0.61,14,0.2479366958141327
6,method_2,0.62,15,0.23617447912693024
6,method_2,0.63,15,0.23617447912693024
6,method_2,0.64,16,0.23256152868270874
6,method_2,0.65,17,0.22255125641822815
6,method_2,0.66,18,0.21325469017028809
6,method_2,0.67,18,0.21325469017028809
6,method_2,0.6799999999999999,19,0.2044251561164856
6,method_2,0.69,20,0.2003774344921112
6,method_2,0.7,21,0.19674460589885712
6,method_2,0.71,22,0.1874067634344101
6,method_2,0.72,23,0.17853578925132751
6,method_2,0.73,24,0.17489305138587952
6,method_2,0.74,25,0.16416285932064056
6,method_2,0.75,26,0.16110652685165405
6,method_2,0.76,27,0.1448163390159607
6,method_2,0.77,28,0.14169612526893616
6,method_2,0.78,30,0.1281825602054596
6,method_2,0.79,31,0.12928271293640137
6,method_2,0.8,33,0.11994430422782898
6,method_2,0.81,34,0.11604006588459015
6,method_2,0.8200000000000001,36,0.11320091784000397
6,method_2,0.8300000000000001,38,0.09907858818769455
6,method_2,0.8400000000000001,39,0.0937696322798729
6,method_2,0.8500000000000001,41,0.09457966685295105
6,method_2,0.86,44,0.07741653174161911
6,method_2,0.87,46,0.07193836569786072
6,method_2,0.88,49,0.06959577649831772
6,method_2,0.89,51,0.06737782061100006
6,method_2,0.9,54,0.0641329437494278
6,method_2,0.91,57,0.05825413018465042
6,method_2,0.9199999999999999,61,0.05350678041577339
6,method_2,0.9299999999999999,65,0.041127219796180725
6,method_2,0.94,69,0.037145618349313736
6,method_2,0.95,74,0.036768630146980286
6,method_2,0.96,80,0.03542961925268173
6,method_2,0.97,87,0.02503969334065914
6,method_2,0.98,95,0.02181723155081272
6,method_2,0.99,106,0.014048930257558823
6,method_3,0.5,3,0.40031978487968445
6,method_3,0.51,3,0.40031978487968445
6,method_3,0.52,3,0.40031978487968445
6,method_3,0.53,4,0.3710794746875763
6,method_3,0.54,4,0.3710794746875763
6,method_3,0.55,4,0.3710794746875763
6,method_3,0.56,5,0.3325567841529846
6,method_3,0.5700000000000001,5,0.3325567841529846
6,method_3,0.58,5,0.3325567841529846
6,method_3,0.59,6,0.3113638162612915
6,method_3,0.6,6,0.3113638162612915
6,method_3,0.61,7,0.2984088361263275
6,method_3,0.62,7,0.2984088361263275
6,method_3,0.63,8,0.30102479457855225
6,method_3,0.64,8,0.30102479457855225
6,method_3,0.65,9,0.2886115610599518
6,method_3,0.66,10,0.2798338234424591
6,method_3,0.67,10,0.2798338234424591
6,method_3,0.6799999999999999,11,0.27567511796951294
6,method_3,0.69,12,0.2646982669830322
6,method_3,0.7,13,0.25927433371543884
6,method_3,0.71,14,0.23621489107608795
6,method_3,0.72,14,0.23621489107608795
6,method_3,0.73,16,0.2180311530828476
6,method_3,0.74,17,0.21560834348201752
6,method_3,0.75,18,0.21563683450222015
6,method_3,0.76,19,0.20139236748218536
6,method_3,0.77,20,0.2004656195640564
6,method_3,0.78,21,0.19959202408790588
6,method_3,0.79,23,0.1805139034986496
6,method_3,0.8,24,0.1769721657037735
6,method_3,0.81,26,0.1652716100215912
6,method_3,0.8200000000000001,27,0.15197569131851196
6,method_3,0.8300000000000001,29,0.14555968344211578
6,method_3,0.8400000000000001,31,0.14512020349502563
6,method_3,0.8500000000000001,33,0.1350630223751068
6,method_3,0.86,35,0.12892018258571625
6,method_3,0.87,37,0.12423454970121384
6,method_3,0.88,39,0.11895671486854553
6,method_3,0.89,42,0.11638803780078888
6,method_3,0.9,45,0.1032308042049408
6,method_3,0.91,48,0.10040783882141113
6,method_3,0.9199999999999999,52,0.09524986892938614
6,method_3,0.9299999999999999,55,0.09346024692058563
6,method_3,0.94,60,0.08759452402591705
6,method_3,0.95,65,0.07852201908826828
6,method_3,0.96,71,0.07196860015392303
6,method_3,0.97,79,0.07020530849695206
6,method_3,0.98,88,0.0587393194437027
6,method_3,0.99,103,0.04621183127164841
6,method_4,0.5,8,0.25424548983573914
6,method_4,0.51,9,0.23797227442264557
6,method_4,0.52,9,0.23797227442264557
6,method_4,0.53,10,0.22590264678001404
6,method_4,0.54,10,0.22590264678001404
6,method_4,0.55,11,0.2086014598608017
6,method_4,0.56,11,0.2086014598608017
6,method_4,0.5700000000000001,12,0.18987195193767548
6,method_4,0.58,12,0.18987195193767548
6,method_4,0.59,13,0.1791815608739853
6,method_4,0.6,13,0.1791815608739853
6,method_4,0.61,14,0.16905809938907623
6,method_4,0.62,15,0.15085700154304504
6,method_4,0.63,15,0.15085700154304504
6,method_4,0.64,16,0.14476771652698517
6,method_4,0.65,17,0.13429906964302063
6,method_4,0.66,18,0.12105076014995575
6,method_4,0.67,18,0.12105076014995575
6,method_4,0.6799999999999999,19,0.11787236481904984
6,method_4,0.69,20,0.11223798990249634
6,method_4,0.7,21,0.10686837136745453
6,method_4,0.71,22,0.10392095148563385
6,method_4,0.72,23,0.1003032848238945
6,method_4,0.73,24,0.09606102108955383
6,method_4,0.74,25,0.08830691874027252
6,method_4,0.75,26,0.08610960096120834
6,method_4,0.76,27,0.08299707621335983
6,method_4,0.77,28,0.07944833487272263
6,method_4,0.78,30,0.06731606274843216
6,method_4,0.79,31,0.06370467692613602
6,method_4,0.8,33,0.059340283274650574
6,method_4,0.81,34,0.0583142414689064
6,method_4,0.8200000000000001,36,0.054295312613248825
6,method_4,0.8300000000000001,38,0.050378404557704926
6,method_4,0.8400000000000001,39,0.046777546405792236
6,method_4,0.8500000000000001,41,0.04415367171168327
6,method_4,0.86,44,0.0395328514277935
6,method_4,0.87,46,0.03676411136984825
6,method_4,0.88,49,0.0333586223423481
6,method_4,0.89,51,0.03100232221186161
6,method_4,0.9,54,0.027900665998458862
6,method_4,0.91,57,0.02534816786646843
6,method_4,0.9199999999999999,61,0.021272758021950722
6,method_4,0.9299999999999999,65,0.01607583649456501
6,method_4,0.94,69,0.013671007938683033
6,method_4,0.95,74,0.011123011820018291
6,method_4,0.96,80,0.008981533348560333
6,method_4,0.97,87,0.0062920814380049706
6,method_4,0.98,95,0.0041361525654792786
6,method_4,0.99,106,0.0021012963261455297
7,method_1,0.5,3,0.22436262667179108
7,method_1,0.51,3,0.22436262667179108
7,method_1,0.52,3,0.22436262667179108
7,method_1,0.53,4,0.19728001952171326
7,method_1,0.54,4,0.19728001952171326
7,method_1,0.55,4,0.19728001952171326
7,method_1,0.56,5,0.19562982022762299
7,method_1,0.5700000000000001,5,0.19562982022762299
7,method_1,0.58,5,0.19562982022762299
7,method_1,0.59,6,0.19299207627773285
7,method_1,0.6,6,0.19299207627773285
7,method_1,0.61,7,0.1896444857120514
7,method_1,0.62,7,0.1896444857120514
7,method_1,0.63,8,0.19426780939102173
7,method_1,0.64,8,0.19426780939102173
7,method_1,0.65,9,0.18689100444316864
7,method_1,0.66,10,0.15855534374713898
7,method_1,0.67,11,0.15077108144760132
7,method_1,0.6799999999999999,11,0.15077108144760132
7,method_1,0.69,12,0.14909234642982483
7,method_1,0.7,13,0.1476764976978302
7,method_1,0.71,14,0.14630970358848572
7,method_1,0.72,15,0.14280526340007782
7,method_1,0.73,16,0.148027703166008
7,method_1,0.74,17,0.14768517017364502
7,method_1,0.75,18,0.158192977309227
7,method_1,0.76,19,0.15556298196315765
7,method_1,0.77,20,0.1495722085237503
7,method_1,0.78,22,0.1359311044216156
7,method_1,0.79,23,0.13442154228687286
7,method_1,0.8,24,0.1297939419746399
7,method_1,0.81,26,0.13065946102142334
7,method_1,0.8200000000000001,28,0.11881639063358307
7,method_1,0.8300000000000001,29,0.12024800479412079
7,method_1,0.8400000000000001,31,0.11941665410995483
7,method_1,0.8500000000000001,33,0.10817646235227585
7,method_1,0.86,35,0.09616807848215103
7,method_1,0.87,37,0.08502870798110962
7,method_1,0.88,39,0.07727041095495224
7,method_1,0.89,42,0.07956432551145554
7,method_1,0.9,45,0.060272037982940674
7,method_1,0.91,48,0.05695211887359619
7,method_1,0.9199999999999999,51,0.046620700508356094
7,method_1,0.9299999999999999,55,0.041210487484931946
7,method_1,0.94,60,0.04038795083761215
7,method_1,0.95,65,0.02941560558974743
7,method_1,0.96,71,0.020800963044166565
7,method_1,0.97,78,0.015409080311655998
7,method_1,0.98,87,0.0125620411708951
7,method_1,0.99,100,0.006199545226991177
7,method_2,0.5,9,0.25722798705101013
7,method_2,0.51,9,0.25722798705101013
7,method_2,0.52,10,0.242616206407547
7,method_2,0.53,10,0.242616206407547
7,method_2,0.54,11,0.22758762538433075
7,method_2,0.55,11,0.22758762538433075
7,method_2,0.56,12,0.22148360311985016
7,method_2,0.5700000000000001,12,0.22148360311985016
7,method_2,0.58,13,0.21970856189727783
7,method_2,0.59,13,0.21970856189727783
7,method_2,0.6,14,0.21712292730808258
7,method_2,0.61,15,0.2054167538881302
7,method_2,0.62,15,0.2054167538881302
7,method_2,0.63,16,0.19498053193092346
7,method_2,0.64,17,0.1948317438364029
7,method_2,0.65,17,0.1948317438364029
7,method_2,0.66,18,0.20298340916633606
7,method_2,0.67,19,0.19948013126850128
7,method_2,0.6799999999999999,20,0.19433140754699707
7,method_2,0.69,21,0.192880779504776
7,method_2,0.7,21,0.192880779504776
7,method_2,0.71,22,0.18118105828762054
7,method_2,0.72,23,0.1771596074104309
7,method_2,0.73,24,0.16851381957530975
7,method_2,0.74,26,0.16607490181922913
7,method_2,0.75,27,0.1598275601863861
7,method_2,0.76,28,0.1529698222875595
7,method_2,0.77,29,0.15130233764648438
7,method_2,0.78,30,0.14926347136497498
7,method_2,0.79,32,0.14451992511749268
