page,method,threshold,k,rel_mse
10,method_3,0.71,14,0.2935132086277008
10,method_3,0.72,15,0.2916903495788574
10,method_3,0.73,16,0.2883839011192322
10,method_3,0.74,17,0.27817896008491516
10,method_3,0.75,18,0.26736685633659363
10,method_3,0.76,19,0.26739105582237244
10,method_3,0.77,20,0.26623281836509705
10,method_3,0.78,21,0.25881990790367126
10,method_3,0.79,23,0.2495073825120926
10,method_3,0.8,24,0.24113984405994415
10,method_3,0.81,26,0.22994862496852875
10,method_3,0.8200000000000001,27,0.22209705412387848
10,method_3,0.8300000000000001,29,0.19942329823970795
10,method_3,0.8400000000000001,31,0.19578894972801208
10,method_3,0.8500000000000001,33,0.1930258572101593
10,method_3,0.86,35,0.1695106476545334
10,method_3,0.87,37,0.15671171247959137
10,method_3,0.88,39,0.14183467626571655
10,method_3,0.89,42,0.14032496511936188
10,method_3,0.9,45,0.1319967806339264
10,method_3,0.91,48,0.12570224702358246
10,method_3,0.9199999999999999,51,0.12080175429582596
10,method_3,0.9299999999999999,55,0.10806848108768463
10,method_3,0.94,60,0.10445261001586914
10,method_3,0.95,65,0.08880240470170975
10,method_3,0.96,71,0.08031880855560303
10,method_3,0.97,79,0.06427041441202164
10,method_3,0.98,88,0.05082722380757332
10,method_3,0.99,103,0.04144436866044998
10,method_4,0.5,9,0.294688880443573
10,method_4,0.51,9,0.294688880443573
10,method_4,0.52,10,0.27370795607566833
10,method_4,0.53,10,0.27370795607566833
10,method_4,0.54,11,0.2562781572341919
10,method_4,0.55,11,0.2562781572341919
10,method_4,0.56,12,0.23113088309764862
10,method_4,0.5700000000000001,12,0.23113088309764862
10,method_4,0.58,13,0.20335234701633453
10,method_4,0.59,13,0.20335234701633453
10,method_4,0.6,14,0.19428490102291107
10,method_4,0.61,15,0.19151367247104645
10,method_4,0.62,16,0.17390909790992737
10,method_4,0.63,16,0.17390909790992737
10,method_4,0.64,17,0.14638826251029968
10,method_4,0.65,18,0.13617472350597382
10,method_4,0.66,18,0.13617472350597382
10,method_4,0.67,19,0.1290407031774521
10,method_4,0.6799999999999999,20,0.12543542683124542
10,method_4,0.69,21,0.12148725986480713
10,method_4,0.7,22,0.1183130145072937
10,method_4,0.71,23,0.113226979970932
10,method_4,0.72,24,0.10711339116096497
10,method_4,0.73,25,0.10430644452571869
10,method_4,0.74,26,0.10260333865880966
10,method_4,0.75,27,0.09777481108903885
10,method_4,0.76,29,0.0719810426235199
10,method_4,0.77,30,0.06848131120204926
10,method_4,0.78,31,0.06695382297039032
10,method_4,0.79,33,0.0644390881061554
10,method_4,0.8,34,0.06329621374607086
10,method_4,0.81,36,0.05488339066505432
10,method_4,0.8200000000000001,37,0.05309727042913437
10,method_4,0.8300000000000001,39,0.04806329682469368
10,method_4,0.8400000000000001,41,0.04340772703289986
10,method_4,0.8500000000000001,43,0.038859713822603226
10,method_4,0.86,45,0.03485574945807457
10,method_4,0.87,48,0.030310267582535744
10,method_4,0.88,50,0.027051497250795364
10,method_4,0.89,53,0.02387126348912716
10,method_4,0.9,56,0.02046820893883705
10,method_4,0.91,59,0.018592454493045807
10,method_4,0.9199999999999999,62,0.016681427136063576
10,method_4,0.9299999999999999,66,0.014361596666276455
10,method_4,0.94,71,0.01111721433699131
10,method_4,0.95,76,0.008904056623578072
10,method_4,0.96,81,0.00719060143455863
10,method_4,0.97,88,0.0054632932879030704
10,method_4,0.98,97,0.003915624693036079
10,method_4,0.99,108,0.00207409355789423
