company,page,k,rmse
Barclays,2,63,0.7674966053953655
Barclays,2,65,0.7630452678707457
Barclays,2,67,0.7332504363990303
Barclays,2,69,0.7450014570599167
Barclays,2,71,0.7930571863511519
Barclays,2,73,0.762269272606945
Barclays,2,75,0.7479668014306111
Barclays,2,77,0.7459592940440496
Barclays,2,79,0.8213141436989664
Barclays,2,81,0.7404449677389446
Barclays,2,83,0.7795098121830867
Barclays,2,85,0.783100327748273
Barclays,2,87,1.1874705176708118
Barclays,2,89,0.8480445415162753
Barclays,2,91,0.7977441322884129
Barclays,2,93,0.8068718550095375
Barclays,2,95,0.7483586029115444
Barclays,2,97,1.1173205662312677
Barclays,2,99,1.233089362941553
Barclays,2,101,0.7839783186113081
Barclays,2,103,0.7486378313318889
Barclays,2,105,0.8355100959614212
Barclays,2,107,0.7799084710043165
Barclays,2,109,0.7380774925408142
Barclays,2,111,1.1861782794631182
Barclays,2,113,1.182561109742379
Barclays,2,115,0.7416648049008034
Barclays,2,117,0.7739216468979672
Barclays,2,120,0.776506701205058
Barclays,3,1,0.7838777062686285
Barclays,3,3,4.667564994564754
Barclays,3,5,1.0259980899725512
Barclays,3,7,0.8371454422314706
Barclays,3,9,1.206543606016975
Barclays,3,11,0.8111500553550728
Barclays,3,13,19.266635781803547
Barclays,3,15,0.9093890989019836
Barclays,3,17,1.266661431810239
Barclays,3,19,0.8628575665086049
Barclays,3,21,1.0455158278800676
Barclays,3,23,1.3018283191318876
Barclays,3,25,1.5880163413514765
Barclays,3,27,1.490710643303402
Barclays,3,29,1.1071834634339708
Barclays,3,31,0.9302952309552854
Barclays,3,33,0.9529257572750855
Barclays,3,35,2.584603605926085
Barclays,3,37,1.098228528029785
Barclays,3,39,0.8141163228738224
Barclays,3,41,1.1201694734872243
Barclays,3,43,0.9515489533132864
Barclays,3,45,2.4313242704717526
Barclays,3,47,0.8051008273583321
Barclays,3,49,0.8167707311579601
Barclays,3,51,0.7934298931918996
Barclays,3,53,0.8437749214466793
Barclays,3,55,0.8329084878018391
Barclays,3,57,0.9763573528962282
Barclays,3,59,5.553537144171927
Barclays,3,61,2.8792264556583835
Barclays,3,63,0.8115688914427498
Barclays,3,65,0.906884112853097
Barclays,3,67,0.862453871929253
Barclays,3,69,16.11060279297823
Barclays,3,71,1.0228340192950387
Barclays,3,73,0.8359406099098491
Barclays,3,75,0.8230442092599479
Barclays,3,77,0.8461462382922016
Barclays,3,79,0.8265825683476719
Barclays,3,81,0.9248865863607012
Barclays,3,83,0.8974316877710096
Barclays,3,85,0.9589242625494354
Barclays,3,87,1.2816582991614802
Barclays,3,89,0.8139099014670436
