method,k,mean,std,min,max
method_1,275,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,277,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,279,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,281,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,283,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,285,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,287,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,289,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,291,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,293,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,295,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,297,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,300,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_2,1,0.8060896874428577,0.042344975765273504,0.7030542445588585,1.001025692014584
method_2,3,0.6519965302749375,0.055003242675333804,0.5402052954995187,0.8099534492807856
method_2,5,0.5592118006340385,0.04212958657842058,0.45998775082049953,0.7239533982744377
method_2,7,0.5333701136389694,0.04024363021767875,0.44942326091223067,0.7234662101207243
method_2,9,0.5090755981858297,0.040988584289675896,0.4099133158164991,0.7030107410056388
method_2,11,0.48634280111812933,0.038083363248882104,0.39997768541591255,0.6766607957930223
method_2,13,0.4633651988721452,0.03489597925532224,0.38056392390033245,0.6052752044186575
method_2,15,0.44371318851015634,0.033942543087566376,0.3508053539451429,0.5552865753610505
method_2,17,0.4275344040661952,0.033092848924076004,0.3376845238936258,0.5433969703161077
method_2,19,0.41286633038907933,0.033261911967217936,0.3108066378751931,0.508468393585219
method_2,21,0.399372924670374,0.033065479850609446,0.3059494796288237,0.4935031362842959
method_2,23,0.38774810205469346,0.032452940784459795,0.29552501178744567,0.49189776092685317
method_2,25,0.37612731876397054,0.03269331196735348,0.2842905791221012,0.48792949229027605
method_2,27,0.3650729558305505,0.03231645343064338,0.2672798621999066,0.47946815228815926
method_2,29,0.35375421198540147,0.032962089598003876,0.24837779210057268,0.4683610584068295
method_2,31,0.34325399020415936,0.031475607683087936,0.23933293174244966,0.4538805696608976
method_2,33,0.33269782656461055,0.03222912664888787,0.22138017207300734,0.4503195590357167
